
 Date__(UT)__HR:MN, , , R.A._(ICRF), DEC__(ICRF),    APmag,  S-brt,      Illu%,  ObsSub-LON, ObsSub-LAT,  SunSub-LON, SunSub-LAT,  SN.ang,  SN.dist,    NP.ang,  NP.dist,             delta,     deldot,     S-O-T,/r,     S-T-O,  L_Ap_SOL_Time,
 2022-May-15 23:00,*, , 15 14 16.67, -18 42 10.7,  -12.708,  3.492,   99.89848,  355.934881,   0.629085,  359.540720,   0.051190,  274.53,    62.49,   13.6365,  981.064,  3.6526088411E+05,  0.2824054,  176.3447,/T,    3.6463,  06 49 08.7523,
 2022-May-16 00:00,*, , 15 17 02.27, -18 51 27.4,  -12.718,  3.477,   99.93007,  356.057270,   0.625717,  359.033267,   0.052693,  272.51,    51.73,   13.4208,  978.481,  3.6622541633E+05,  0.2503700,  176.9673,/T,    3.0251,  07 49 08.7489,
 2022-May-16 01:00,*, , 15 19 58.82, -19 01 03.1,  -12.731,  3.460,   99.95716,  356.222270,   0.620253,  358.525813,   0.054199,  269.35,    40.41,   13.1888,  976.302,  3.6704297757E+05,  0.2012196,  177.6273,/T,    2.3666,  08 49 08.7736,
 2022-May-16 02:00,*, , 15 23 04.45, -19 11 09.4,  -12.745,  3.442,   99.97822,  356.423340,   0.618038,  358.018360,   0.055706,  263.46,    28.77,   12.9427,  974.671,  3.6765752200E+05,  0.1381952,  178.3096,/T,    1.6860,  09 49 08.8219,
 2022-May-16 03:00,*, , 15 26 16.78, -19 21 55.6,  -12.760,  3.425,   99.99193,  356.651873,   0.624163,  357.510906,   0.057214,  249.08,    17.49,   12.6855,  973.693,  3.6802612962E+05,  0.0653092,  178.9726,/T,    1.0247,  10 49 08.8875,
 2022-May-16 04:00,*, , 15 29 33.13, -19 33 28.3,  -12.770,  3.414,   99.99731,  356.897721,   0.643156,  357.003452,   0.058724,  202.14,    10.09,   12.4206,  973.438,  3.6812135357E+05, -0.0128968,  179.4054,/T,    0.5931,  11 49 08.9632,
 2022-May-16 05:00,*, , 15 32 50.57, -19 45 51.1,  -12.764,  3.422,   99.99383,  357.149763,   0.678715,  356.495998,   0.060236,  145.33,    15.30,   12.1520,  973.930,  3.6793266454E+05, -0.0916094,  179.0939,/L,    0.9041,  12 49 09.0405,
 2022-May-16 06:00,*, , 15 36 06.18, -19 59 04.5,  -12.749,  3.439,   99.98147,  357.396517,   0.733476,  355.988542,   0.061749,  127.30,    26.55,   11.8836,  975.153,  3.6746695687E+05, -0.1660060,  178.4314,/L,    1.5651,  13 49 09.1112,
 2022-May-16 07:00,*, , 15 39 17.10, -20 13 05.6,  -12.735,  3.457,   99.96071,  357.626765,   0.808853,  355.481086,   0.063263,  120.73,    38.73,   11.6196,  977.047,  3.6674810968E+05, -0.2315162,  177.7180,/L,    2.2768,  14 49 09.1673,
 2022-May-16 08:00,*, , 15 42 20.80, -20 27 48.0,  -12.722,  3.475,   99.93250,  357.830175,   0.904924,  354.973630,   0.064778,  117.71,    50.88,   11.3638,  979.513,  3.6581562095E+05, -0.2840741,  177.0103,/L,    2.9828,  15 49 09.2017,
 2022-May-16 09:00,*, , 15 45 15.11, -20 43 02.5,  -12.711,  3.493,   99.89812,  357.997910,   1.020399,  354.466172,   0.066295,  116.20,    62.69,   11.1195,  982.416,  3.6472235954E+05, -0.3203547,  176.3279,/L,    3.6636,  16 49 09.2087,
 2022-May-16 10:00,*, , 15 47 58.45, -20 58 36.6,  -12.701,  3.509,   99.85905,  358.123189,   1.152656,  353.958713,   0.067813,  115.45,    73.97,   10.8892,  985.591,  3.6353151243E+05, -0.3379825,  175.6813,/L,    4.3086,  17 49 09.1845,
 2022-May-16 11:00,*, , 15 50 29.90, -21 14 15.8,  -12.693,  3.524,   99.81679,  358.201767,   1.297867,  353.451253,   0.069333,  115.12,    84.60,   10.6746,  988.852,  3.6231284705E+05, -0.3357009,  175.0766,/L,    4.9118,  18 49 09.1273,
 2022-May-16 12:00,N,m, 15 52 49.30, -21 29 44.2,  -12.685,  3.538,   99.77272,  358.232302,   1.451216,  352.943791,   0.070853,  115.05,    94.51,   10.4761,  992.004,  3.6113845980E+05, -0.3134861,  174.5166,/L,    5.4706,  19 49 09.0374,
 2022-May-16 13:00,A,m, 15 54 57.28, -21 44 45.1,  -12.678,  3.551,   99.72794,  358.216554,   1.607200,  352.436329,   0.072375,  115.10,   103.68,   10.2932,  994.853,  3.6007823894E+05, -0.2725889,  174.0008,/L,    5.9852,  20 49 08.9175,
 2022-May-16 14:00, ,m, 15 56 55.27, -21 59 02.4,  -12.671,  3.563,   99.68316,  358.159383,   1.759999,  351.928864,   0.073897,  115.19,   112.14,   10.1240,  997.220,  3.5919532406E+05, -0.2154930,  173.5258,/L,    6.4591,  21 49 08.7720,
 2022-May-16 15:00, ,m, 15 58 45.44, -22 12 22.2,  -12.664,  3.574,   99.63862,  358.068514,   1.903906,  351.421398,   0.075421,  115.26,   119.95,    9.9654,  998.957,  3.5854188448E+05, -0.1457791,  173.0856,/L,    6.8983,  22 49 08.6072,
 2022-May-16 16:00, ,m, 16 00 30.54, -22 24 33.3,  -12.655,  3.584,   99.59411,  357.954075,   2.033768,  350.913931,   0.076945,  115.25,   127.24,    9.8136,  999.957,  3.5815555020E+05, -0.0678990,  172.6719,/L,    7.3110,  23 49 08.4305,
 2022-May-16 17:00, ,m, 16 02 13.73, -22 35 28.6,  -12.646,  3.594,   99.54891,  357.827907,   2.145391,  350.406461,   0.078471,  115.13,   134.14,    9.6640, 1000.162,  3.5805680337E+05,  0.0131284,  172.2744,/L,    7.7076,  00 49 08.2501,
 2022-May-16 18:00, ,m, 16 03 58.34, -22 45 05.8,  -12.634,  3.604,   99.50191,  357.702728,   2.235889,  349.898990,   0.079997,  114.85,   140.85,    9.5118,  999.569,  3.5824756869E+05,  0.0920743,  171.8815,/L,    8.0995,  01 49 08.0743,
 2022-May-16 19:00, ,m, 16 05 47.65, -22 53 27.4,  -12.621,  3.614,   99.45166,  357.591209,   2.303912,  349.391516,   0.081524,  114.40,   147.55,    9.3520,  998.230,  3.5871113545E+05,  0.1638769,  171.4813,/L,    8.4988,  02 49 07.9113,
 2022-May-16 20:00,N,m, 16 07 44.62, -23 00 40.7,  -12.606,  3.624,   99.39643,  357.505052,   2.349744,  348.884040,   0.083052,  113.79,   154.46,    9.1803,  996.247,  3.5941341565E+05,  0.2240004,  171.0620,/L,    8.9170,  03 49 07.7680,
 2022-May-16 21:00,*,m, 16 09 51.71, -23 06 57.1,  -12.589,  3.635,   99.33436,  357.454174,   2.375264,  348.376562,   0.084580,  113.02,   161.75,    8.9929,  993.762,  3.6030541354E+05,  0.2687439,  170.6130,/L,    9.3650,  04 49 07.6502,
 2022-May-16 22:00,*, , 16 12 10.69, -23 12 31.1,  -12.570,  3.647,   99.26355,  357.446051,   2.383771,  347.869081,   0.086109,  112.14,   169.60,    8.7871,  990.947,  3.6132667355E+05,  0.2954730,  170.1254,/L,    9.8514,  05 49 07.5616,
 2022-May-16 23:00,*, , 16 14 42.57, -23 17 39.2,  -12.550,  3.660,   99.18220,  357.485280,   2.379713,  347.361597,   0.087639,  111.17,   178.11,    8.5612,  987.990,  3.6240940117E+05,  0.3027604,  169.5931,/L,   10.3824,  06 49 07.5041,
 2022-May-17 00:00,*, , 16 17 27.54, -23 22 38.8,  -12.528,  3.674,   99.08871,  357.573367,   2.368333,  346.854111,   0.089169,  110.17,   187.38,    8.3147,  985.080,  3.6348292239E+05,  0.2904339,  169.0129,/L,   10.9612,  07 49 07.4773,
 2022-May-17 01:00,*, , 16 20 25.00, -23 27 46.9,  -12.506,  3.689,   98.98186,  357.708735,   2.355292,  346.346621,   0.090700,  109.16,   197.41,    8.0484,  982.399,  3.6447815733E+05,  0.2595385,  168.3848,/L,   11.5877,  08 49 07.4786,
 2022-May-17 02:00,*, , 16 23 33.62, -23 33 19.2,  -12.483,  3.705,   98.86093,  357.886925,   2.346278,  345.839128,   0.092231,  108.19,   208.19,    7.7640,  980.110,  3.6533182341E+05,  0.2122264,  167.7121,/L,   12.2588,  09 49 07.5036,
 2022-May-17 03:00,*, , 16 26 51.47, -23 39 29.1,  -12.461,  3.722,   98.72578,  358.100950,   2.346642,  345.331632,   0.093762,  107.29,   219.65,    7.4645,  978.347,  3.6599013876E+05,  0.1515924,  167.0010,/L,   12.9682,  10 49 07.5459,
 2022-May-17 04:00,*, , 16 30 16.11, -23 46 27.2,  -12.439,  3.740,   98.57699,  358.341759,   2.361071,  344.824132,   0.095294,  106.48,   231.67,    7.1533,  977.211,  3.6641185603E+05,  0.0814688,  166.2598,/L,   13.7076,  11 49 07.5982,
 2022-May-17 05:00,*, , 16 33 44.74, -23 54 20.8,  -12.419,  3.758,   98.41582,  358.598794,   2.393314,  344.316628,   0.096826,  105.77,   244.14,    6.8346,  976.765,  3.6657051102E+05,  0.0061964,  165.4990,/L,   14.4666,  12 49 07.6523,
 2022-May-17 06:00,*, , 16 37 14.38, -24 03 13.4,  -12.399,  3.776,   98.24425,  358.860584,   2.445961,  343.809120,   0.098359,  105.16,   256.87,    6.5131,  977.033,  3.6645581544E+05, -0.0696202,  164.7298,/L,   15.2340,  13 49 07.6997,
 2022-May-17 07:00,*, , 16 40 42.02, -24 13 04.7,  -12.382,  3.794,   98.06485,  359.115380,   2.520291,  343.301609,   0.099892,  104.66,   269.71,    6.1935,  977.996,  3.6607415806E+05, -0.1413621,  163.9641,/L,   15.9979,  14 49 07.7324,
 2022-May-17 08:00,*, , 16 44 04.73, -24 23 50.4,  -12.366,  3.811,   97.88067,  359.351800,   2.616185,  342.794093,   0.101424,  104.26,   282.47,    5.8804,  979.598,  3.6544820597E+05, -0.2046455,  163.2135,/L,   16.7469,  15 49 07.7435,
 2022-May-17 09:00,*, , 16 47 19.91, -24 35 22.4,  -12.352,  3.828,   97.69501,  359.559461,   2.732110,  342.286573,   0.102957,  103.95,   294.98,    5.5779,  981.742,  3.6461562194E+05, -0.2555620,  162.4885,/L,   17.4703,  16 49 07.7271,
 2022-May-17 10:00,*, , 16 50 25.33, -24 47 29.0,  -12.340,  3.844,   97.51116,  359.729596,   2.865178,  341.779049,   0.104490,  103.73,   307.06,    5.2897,  984.300,  3.6362693940E+05, -0.2909051,  161.7982,/L,   18.1591,  17 49 07.6795,
 2022-May-17 11:00,*, , 16 53 19.37, -24 59 55.4,  -12.329,  3.859,   97.33219,  359.855610,   3.011291,  341.271520,   0.106023,  103.57,   318.57,    5.0185,  987.114,  3.6254266820E+05, -0.3083693,  161.1497,/L,   18.8062,  18 49 07.5988,
 2022-May-17 12:00,N, , 16 56 01.07, -25 12 24.4,  -12.320,  3.873,   97.16059,  359.933551,   3.165363,  340.763987,   0.107556,  103.47,   329.38,    4.7660,  990.010,  3.6142974406E+05, -0.3067130,  160.5476,/L,   19.4071,  19 49 07.4855,
 2022-May-17 13:00,A, , 16 58 30.25, -25 24 37.2,  -12.312,  3.885,   96.99811,  359.962456,   3.321628,  340.256449,   0.109089,  103.40,   339.39,    4.5325,  992.803,  3.6035748316E+05, -0.2858684,  159.9936,/L,   19.9600,  20 49 07.3420,
 2022-May-17 14:00, ,m, 17 00 47.55, -25 36 14.8,  -12.305,  3.897,   96.84550,  359.944523,   3.474018,  339.748907,   0.110622,  103.36,   348.57,    4.3173,  995.309,  3.5939325665E+05, -0.2469846,  159.4863,/L,   20.4663,  21 49 07.1730,
 2022-May-17 15:00, ,m, 17 02 54.42, -25 46 59.2,  -12.298,  3.907,   96.70244,  359.885078,   3.616588,  339.241359,   0.112155,  103.31,   356.91,    4.1180,  997.362,  3.5859815093E+05, -0.1923908,  159.0214,/L,   20.9302,  22 49 06.9846,
 2022-May-17 16:00, ,m, 17 04 53.06, -25 56 34.5,  -12.290,  3.917,   96.56751,  359.792305,   3.743960,  338.733807,   0.113687,  103.25,   364.47,    3.9314,  998.822,  3.5802291669E+05, -0.1254719,  158.5918,/L,   21.3589,  23 49 06.7843,
 2022-May-17 17:00, ,m, 17 06 46.27, -26 04 48.6,  -12.281,  3.926,   96.43824,  359.676746,   3.851749,  338.226250,   0.115220,  103.15,   371.36,    3.7530,  999.586,  3.5770452236E+05, -0.0504583,  158.1878,/L,   21.7621,  00 49 06.5802,
 2022-May-17 18:00, ,m, 17 08 37.28, -26 11 34.4,  -12.271,  3.935,   96.31132,  359.550585,   3.936923,  337.718687,   0.116751,  103.00,   377.71,    3.5778,  999.599,  3.5766360407E+05,  0.0278592,  157.7979,/L,   22.1512,  01 49 06.3809,
 2022-May-17 19:00, ,m, 17 10 29.51, -26 16 49.6,  -12.260,  3.944,   96.18282,  359.426777,   3.998052,  337.211119,   0.118283,  102.78,   383.72,    3.4004,  998.856,  3.5790304183E+05,  0.1044653,  157.4096,/L,   22.5386,  02 49 06.1943,
 2022-May-17 20:00,N,m, 17 12 26.29, -26 20 38.0,  -12.246,  3.953,   96.04845,  359.318112,   4.035431,  336.703546,   0.119814,  102.50,   389.59,    3.2154,  997.404,  3.5840779452E+05,  0.1744782,  157.0103,/L,   22.9370,  03 49 06.0274,
 2022-May-17 21:00,*,m, 17 14 30.67, -26 23 08.4,  -12.231,  3.962,   95.90390,  359.236284,   4.051049,  336.195967,   0.121345,  102.15,   395.54,    3.0181,  995.335,  3.5914600696E+05,  0.2334928,  156.5878,/L,   23.3584,  04 49 05.8860,
 2022-May-17 22:00,*,m, 17 16 45.15, -26 24 34.2,  -12.213,  3.972,   95.74512,  359.191076,   4.048414,  335.688383,   0.122875,  101.72,   401.76,    2.8045,  992.780,  3.6007128183E+05,  0.2778792,  156.1319,/L,   23.8132,  05 49 05.7739,
 2022-May-17 23:00,*, , 17 19 11.57, -26 25 12.2,  -12.194,  3.983,   95.56857,  359.189718,   4.032263,  335.180792,   0.124405,  101.24,   408.44,    2.5716,  989.901,  3.6112590504E+05,  0.3050111,  155.6344,/L,   24.3095,  06 49 05.6930,
 2022-May-18 00:00,*, , 17 21 50.95, -26 25 21.1,  -12.173,  3.995,   95.37148,  359.236469,   4.008191,  334.673196,   0.125934,  100.72,   415.70,    2.3178,  986.872,  3.6224474243E+05,  0.3134089,  155.0901,/L,   24.8525,  07 49 05.6427,
 2022-May-18 01:00,*, , 17 24 43.51, -26 25 20.5,  -12.151,  4.008,   95.15202,  359.332428,   3.982226,  334.165593,   0.127462,  100.16,   423.65,    2.0428,  983.876,  3.6335949397E+05,  0.3027953,  154.4968,/L,   25.4443,  08 49 05.6206,
 2022-May-18 02:00,*, , 17 27 48.64, -26 25 29.3,  -12.128,  4.022,   94.90943,  359.475577,   3.960411,  333.657984,   0.128990,   99.58,   432.33,    1.7474,  981.084,  3.6440299699E+05,  0.2740688,  153.8556,/L,   26.0840,  09 49 05.6222,
 2022-May-18 03:00,*, , 17 31 05.00, -26 26 04.7,  -12.104,  4.037,   94.64410,  359.661008,   3.948404,  333.150369,   0.130517,   99.01,   441.73,    1.4338,  978.654,  3.6531330361E+05,  0.2292069,  153.1707,/L,   26.7672,  10 49 05.6412,
 2022-May-18 04:00,*, , 17 34 30.63, -26 27 21.5,  -12.081,  4.053,   94.35759,  359.881310,   3.951126,  332.642747,   0.132043,   98.44,   451.81,    1.1052,  976.715,  3.6603730791E+05,  0.1711153,  152.4489,/L,   27.4874,  11 49 05.6702,
 2022-May-18 05:00,*, , 17 38 03.05, -26 29 31.0,  -12.058,  4.069,   94.05256,    0.127068,   3.972477,  332.135118,   0.133569,   97.91,   462.48,    0.7655,  975.367,  3.6653375251E+05,  0.1034367,  151.6992,/L,   28.2354,  12 49 05.7009,
 2022-May-18 06:00,*, , 17 41 39.43, -26 32 40.7,  -12.037,  4.085,   93.73271,    0.387430,   4.015118,  331.627482,   0.135094,   97.41,   473.63,    0.4192,  974.673,  3.6677549637E+05,  0.0303333,  150.9322,/L,   29.0007,  13 49 05.7250,
 2022-May-18 07:00,*, , 17 45 16.75, -26 36 54.1,  -12.017,  4.102,   93.40259,    0.650738,   4.080326,  331.119840,   0.136618,   96.96,   485.12,    0.0714,  974.660,  3.6675096805E+05, -0.0437468,  150.1596,/L,   29.7717,  14 49 05.7344,
 2022-May-18 08:00,*, , 17 48 51.92, -26 42 10.6,  -11.998,  4.118,   93.06733,    0.905163,   4.167921,  330.612190,   0.138140,   96.55,   496.79,  359.7269,  975.314,  3.6646476329E+05, -0.1143099,  149.3931,/L,   30.5366,  15 49 05.7221,
 2022-May-18 09:00,*, , 17 52 21.98, -26 48 25.0,  -11.981,  4.134,   92.73240,    1.139360,   4.276270,  330.104533,   0.139662,   96.19,   508.47,  359.3905,  976.583,  3.6593737245E+05, -0.1770588,  148.6444,/L,   31.2838,  16 49 05.6824,
 2022-May-18 10:00,*, , 17 55 44.27, -26 55 28.2,  -11.967,  4.149,   92.40322,    1.343103,   4.402364,  329.596868,   0.141183,   95.87,   519.97,  359.0666,  978.380,  3.6520404774E+05, -0.2281276,  147.9240,/L,   32.0029,  17 49 05.6113,
 2022-May-18 11:00,*, , 17 58 56.51, -27 03 07.6,  -11.954,  4.164,   92.08484,    1.507886,   4.541972,  329.089196,   0.142703,   95.60,   531.14,  358.7588,  980.587,  3.6431284455E+05, -0.2643042,  147.2408,/L,   32.6849,  18 49 05.5072,
 2022-May-18 12:00,N, , 18 01 57.01, -27 11 06.9,  -11.943,  4.177,   91.78151,    1.627465,   4.689872,  328.581517,   0.144222,   95.37,   541.80,  358.4698,  983.057,  3.6332190208E+05, -0.2832289,  146.6015,/L,   33.3231,  19 49 05.3704,
 2022-May-18 13:00,A, , 18 04 44.77, -27 19 07.7,  -11.933,  4.189,   91.49637,    1.698306,   4.840151,  328.073830,   0.145740,   95.17,   551.82,  358.2013,  985.625,  3.6229606623E+05, -0.2835589,  146.0103,/L,   33.9133,  20 49 05.2034,
 2022-May-18 14:00, , , 18 07 19.56, -27 26 50.1,  -11.925,  4.201,   91.23112,    1.719899,   4.986578,  327.566135,   0.147256,   95.00,   561.08,  357.9536,  988.117,  3.6130300466E+05, -0.2650835,  145.4684,/L,   34.4544,  21 49 05.0109,
 2022-May-18 15:00, ,m, 18 09 42.00, -27 33 54.0,  -11.917,  4.211,   90.98586,    1.694900,   5.123023,  327.058432,   0.148772,   94.83,   569.52,  357.7258,  990.359,  3.6040901567E+05, -0.2287768,  144.9739,/L,   34.9481,  22 49 04.7989,
 2022-May-18 16:00, ,m, 18 11 53.49, -27 40 00.3,  -11.909,  4.220,   90.75894,    1.629062,   5.243894,  326.550722,   0.150286,   94.67,   577.10,  357.5157,  992.191,  3.5967478312E+05, -0.1767732,  144.5217,/L,   35.3995,  23 49 04.5750,
 2022-May-18 17:00, ,m, 18 13 56.23, -27 44 52.7,  -11.902,  4.229,   90.54709,    1.530937,   5.344568,  326.043004,   0.151799,   94.51,   583.85,  357.3197,  993.475,  3.5915136836E+05, -0.1122591,  144.1041,/L,   35.8165,  00 49 04.3474,
 2022-May-18 18:00, ,m, 18 15 53.01, -27 48 18.9,  -11.893,  4.237,   90.34557,    1.411338,   5.421768,  325.535277,   0.153310,   94.32,   589.83,  357.1334,  994.109,  3.5887674632E+05, -0.0392798,  143.7106,/L,   36.2093,  01 49 04.1245,
 2022-May-18 19:00, ,m, 18 17 47.08, -27 50 11.3,  -11.883,  4.245,   90.14850,    1.282607,   5.473837,  325.027543,   0.154820,   94.10,   595.18,  356.9517,  994.033,  3.5887317548E+05,  0.0375281,  143.3293,/L,   36.5898,  02 49 03.9143,
 2022-May-18 20:00,N,m, 18 19 41.88, -27 50 28.2,  -11.871,  4.252,   89.94929,    1.157734,   5.500892,  324.519800,   0.156329,   93.86,   600.04,  356.7693,  993.234,  3.5914563668E+05,  0.1132586,  142.9472,/L,   36.9711,  03 49 03.7239,
 2022-May-18 21:00,*,m, 18 21 40.78, -27 49 13.8,  -11.857,  4.261,   89.74114,    1.049409,   5.504822,  324.012049,   0.157837,   93.57,   604.62,  356.5806,  991.747,  3.5968148597E+05,  0.1830839,  142.5516,/L,   37.3659,  04 49 03.5589,
 2022-May-18 22:00,*,m, 18 23 46.87, -27 46 37.6,  -11.841,  4.269,   89.51751,    0.969108,   5.489133,  323.504290,   0.159342,   93.24,   609.11,  356.3809,  989.655,  3.6045135397E+05,  0.2425935,  142.1304,/L,   37.7862,  05 49 03.4234,
 2022-May-18 23:00,*,m, 18 26 02.70, -27 42 53.9,  -11.823,  4.278,   89.27259,    0.926291,   5.458666,  322.996522,   0.160847,   92.87,   613.71,  356.1661,  987.077,  3.6141120627E+05,  0.2880955,  141.6736,/L,   38.2419,  06 49 03.3189,
 2022-May-19 00:00,*, , 18 28 30.16, -27 38 20.2,  -11.803,  4.288,   89.00168,    0.927788,   5.419206,  322.488745,   0.162350,   92.46,   618.59,  355.9334,  984.162,  3.6250537532E+05,  0.3168515,  141.1736,/L,   38.7407,  07 49 03.2453,
 2022-May-19 01:00,*, , 18 31 10.32, -27 33 16.3,  -11.781,  4.300,   88.70149,    0.977405,   5.377039,  321.980959,   0.163851,   92.03,   623.91,  355.6811,  981.078,  3.6367029945E+05,  0.3272327,  140.6259,/L,   39.2871,  08 49 03.1998,
 2022-May-19 02:00,*, , 18 34 03.44, -27 28 02.6,  -11.758,  4.312,   88.37037,    1.075781,   5.338498,  321.473165,   0.165351,   91.57,   629.78,  355.4090,  977.998,  3.6483866724E+05,  0.3187891,  140.0291,/L,   39.8826,  09 49 03.1780,
 2022-May-19 03:00,*, , 18 37 08.94, -27 22 58.5,  -11.734,  4.324,   88.00834,    1.220453,   5.309531,  320.965361,   0.166849,   91.10,   636.27,  355.1180,  975.090,  3.6594366423E+05,  0.2922385,  139.3849,/L,   40.5253,  10 49 03.1737,
 2022-May-19 04:00,*, , 18 40 25.52, -27 18 21.9,  -11.710,  4.338,   87.61713,    1.406122,   5.295318,  320.457548,   0.168345,   90.63,   643.41,  354.8103,  972.510,  3.6692304672E+05,  0.2493836,  138.6983,/L,   41.2104,  11 49 03.1794,
 2022-May-19 05:00,*, , 18 43 51.23, -27 14 27.8,  -11.686,  4.352,   87.20009,    1.625062,   5.299971,  319.949726,   0.169840,   90.16,   651.18,  354.4891,  970.388,  3.6772281296E+05,  0.1929736,  137.9766,/L,   41.9306,  12 49 03.1869,
 2022-May-19 06:00,*, , 18 47 23.62, -27 11 27.5,  -11.662,  4.367,   86.76197,    1.867642,   5.326307,  319.441894,   0.171333,   89.71,   659.52,  354.1584,  968.825,  3.6830029399E+05,  0.1265227,  137.2292,/L,   42.6765,  13 49 03.1877,
 2022-May-19 07:00,*, , 18 50 59.85, -27 09 28.7,  -11.639,  4.382,   86.30871,    2.122910,   5.375704,  318.934053,   0.172824,   89.27,   668.37,  353.8227,  967.889,  3.6862653661E+05,  0.0541001,  136.4669,/L,   43.4373,  14 49 03.1738,
 2022-May-19 08:00,*, , 18 54 36.92, -27 08 34.7,  -11.618,  4.397,   85.84713,    2.379223,   5.448045,  318.426202,   0.174313,   88.86,   677.61,  353.4867,  967.612,  3.6868789368E+05, -0.0198986,  135.7016,/L,   44.2013,  15 49 03.1382,
 2022-May-19 09:00,*, , 18 58 11.72, -27 08 44.5,  -11.599,  4.412,   85.38451,    2.624888,   5.541732,  317.918341,   0.175801,   88.48,   687.12,  353.1552,  967.988,  3.6848677177E+05, -0.0909898,  134.9451,/L,   44.9565,  16 49 03.0751,
 2022-May-19 10:00,*, , 19 01 41.31, -27 09 52.9,  -11.581,  4.427,   84.92823,    2.848808,   5.653774,  317.410470,   0.177286,   88.13,   696.74,  352.8327,  968.974,  3.6804151360E+05, -0.1548432,  134.2086,/L,   45.6918,  17 49 02.9808,
 2022-May-19 11:00,*, , 19 05 02.99, -27 11 50.7,  -11.565,  4.440,   84.48528,    3.041095,   5.779957,  316.902590,   0.178770,   87.81,   706.31,  352.5235,  970.490,  3.6738541687E+05, -0.2075190,  133.5025,/L,   46.3970,  18 49 02.8533,
 2022-May-19 12:00,N, , 19 08 14.46, -27 14 24.8,  -11.552,  4.453,   84.06182,    3.193655,   5.915065,  316.394699,   0.180252,   87.51,   715.69,  352.2308,  972.427,  3.6656491628E+05, -0.2456944,  132.8352,/L,   47.0634,  19 49 02.6930,
 2022-May-19 13:00,A, , 19 11 14.03, -27 17 19.1,  -11.540,  4.465,   83.66277,    3.300700,   6.053186,  315.886799,   0.181732,   87.25,   724.71,  351.9571,  974.649,  3.6563698516E+05, -0.2668689,  132.2129,/L,   47.6849,  20 49 02.5026,
 2022-May-19 14:00, , , 19 14 00.65, -27 20 15.2,  -11.530,  4.476,   83.29137,    3.359168,   6.188060,  315.378888,   0.183209,   87.01,   733.22,  351.7041,  976.998,  3.6466585165E+05, -0.2695375,  131.6393,/L,   48.2578,  21 49 02.2866,
 2022-May-19 15:00, , , 19 16 34.05, -27 22 53.3,  -11.521,  4.486,   82.94890,    3.369000,   6.313483,  314.870967,   0.184685,   86.79,   741.09,  351.4718,  979.306,  3.6371917036E+05, -0.2533179,  131.1149,/L,   48.7817,  22 49 02.0511,
 2022-May-19 16:00, ,m, 19 18 54.81, -27 24 53.7,  -11.513,  4.496,   82.63449,    3.333255,   6.423733,  314.363036,   0.186159,   86.58,   748.23,  351.2595,  981.404,  3.6286384402E+05, -0.2190152,  130.6371,/L,   49.2589,  23 49 01.8037,
 2022-May-19 17:00, ,m, 19 21 04.29, -27 25 57.7,  -11.505,  4.504,   82.34513,    3.258004,   6.513990,  313.855095,   0.187631,   86.37,   754.58,  351.0651,  983.131,  3.6216174175E+05, -0.1686122,  130.2004,/L,   49.6951,  00 49 01.5526,
 2022-May-19 18:00, ,m, 19 23 04.63, -27 25 49.4,  -11.497,  4.512,   82.07577,    3.152011,   6.580720,  313.347143,   0.189101,   86.17,   760.11,  350.8853,  984.348,  3.6166560388E+05, -0.1051750,  129.7964,/L,   50.0987,  01 49 01.3061,
 2022-May-19 19:00, ,m, 19 24 58.60, -27 24 16.8,  -11.488,  4.519,   81.81963,    3.026177,   6.621969,  312.839181,   0.190568,   85.96,   764.86,  350.7159,  984.947,  3.6141544396E+05, -0.0326713,  129.4143,/L,   50.4802,  02 49 01.0724,
 2022-May-19 20:00,N,m, 19 26 49.38, -27 21 13.0,  -11.477,  4.526,   81.56872,    2.892798,   6.637555,  312.331209,   0.192033,   85.74,   768.89,  350.5523,  984.861,  3.6143574805E+05,  0.0442884,  129.0421,/L,   50.8519,  03 49 00.8586,
 2022-May-19 21:00,*,m, 19 28 40.39, -27 16 36.5,  -11.465,  4.533,   81.31438,    2.764684,   6.629096,  311.823226,   0.193497,   85.49,   772.33,  350.3894,  984.066,  3.6173372126E+05,  0.1207700,  128.6666,/L,   51.2267,  04 49 00.6702,
 2022-May-19 22:00,*,m, 19 30 35.00, -27 10 31.6,  -11.450,  4.541,   81.04795,    2.654224,   6.599898,  311.315232,   0.194958,   85.23,   775.33,  350.2223,  982.590,  3.6229874644E+05,  0.1918649,  128.2754,/L,   51.6173,  05 49 00.5112,
 2022-May-19 23:00,*,m, 19 32 36.27, -27 03 07.9,  -11.434,  4.549,   80.76134,    2.572500,   6.554695,  310.807228,   0.196416,   84.94,   778.06,  350.0464,  980.502,  3.6310310774E+05,  0.2530375,  127.8568,/L,   52.0350,  06 49 00.3834,
 2022-May-20 00:00,*,m, 19 34 46.78, -26 54 39.5,  -11.415,  4.557,   80.44769,    2.528507,   6.499268,  310.299213,   0.197873,   84.62,   780.71,  349.8580,  977.915,  3.6410391175E+05,  0.3004384,  127.4014,/L,   52.4895,  07 49 00.2864,
 2022-May-20 01:00,*, , 19 37 08.41, -26 45 23.8,  -11.394,  4.567,   80.10175,    2.528583,   6.439991,  309.791187,   0.199327,   84.28,   783.43,  349.6544,  974.972,  3.6524602990E+05,  0.3311547,  126.9022,/L,   52.9875,  08 49 00.2177,
